IP地址,数据中心,地区,城市,网络延迟
104.18.1.2,SJC,北美洲,圣何塞,385 ms
104.18.4.20,SJC,北美洲,圣何塞,385 ms
104.19.187.122,SJC,北美洲,圣何塞,385 ms
1.0.0.152,SJC,北美洲,圣何塞,385 ms
104.18.221.90,SJC,北美洲,圣何塞,385 ms
104.16.249.192,SJC,北美洲,圣何塞,385 ms
162.251.82.164,SJC,北美洲,圣何塞,385 ms
104.16.244.43,SJC,北美洲,圣何塞,385 ms
1.1.1.233,SJC,北美洲,圣何塞,385 ms
45.85.119.103,SJC,北美洲,圣何塞,385 ms
104.18.240.55,SJC,北美洲,圣何塞,385 ms
1.1.1.96,SJC,北美洲,圣何塞,385 ms
1.1.1.150,SJC,北美洲,圣何塞,385 ms
1.1.1.251,SJC,北美洲,圣何塞,385 ms
1.0.0.96,SJC,北美洲,圣何塞,385 ms
104.16.203.75,SJC,北美洲,圣何塞,385 ms
104.17.233.197,SJC,北美洲,圣何塞,386 ms
104.17.99.183,SJC,北美洲,圣何塞,386 ms
104.16.186.118,SJC,北美洲,圣何塞,386 ms
1.0.0.161,SJC,北美洲,圣何塞,386 ms
66.235.200.171,SJC,北美洲,圣何塞,386 ms
188.42.88.42,SJC,北美洲,圣何塞,386 ms
1.1.1.13,SJC,北美洲,圣何塞,386 ms
156.252.3.131,SJC,北美洲,圣何塞,386 ms
104.17.117.48,SJC,北美洲,圣何塞,386 ms
1.1.1.118,SJC,北美洲,圣何塞,386 ms
104.18.89.93,SJC,北美洲,圣何塞,386 ms
104.16.49.212,SJC,北美洲,圣何塞,386 ms
104.18.134.25,SJC,北美洲,圣何塞,386 ms
94.242.230.186,SJC,北美洲,圣何塞,386 ms
104.17.89.38,SJC,北美洲,圣何塞,386 ms
104.16.17.48,SJC,北美洲,圣何塞,387 ms
1.1.1.7,SJC,北美洲,圣何塞,387 ms
104.16.21.31,SJC,北美洲,圣何塞,387 ms
1.0.0.103,SJC,北美洲,圣何塞,387 ms
104.19.212.109,SJC,北美洲,圣何塞,387 ms
172.64.32.26,SJC,北美洲,圣何塞,387 ms
1.0.0.46,SJC,北美洲,圣何塞,387 ms
1.0.0.120,SJC,北美洲,圣何塞,387 ms
1.1.1.52,SJC,北美洲,圣何塞,387 ms
1.1.1.48,SJC,北美洲,圣何塞,387 ms
104.18.12.229,SJC,北美洲,圣何塞,387 ms
104.18.93.84,SJC,北美洲,圣何塞,387 ms
104.18.254.137,SJC,北美洲,圣何塞,387 ms
104.17.101.154,SJC,北美洲,圣何塞,387 ms
185.193.28.224,SJC,北美洲,圣何塞,387 ms
185.18.250.81,SJC,北美洲,圣何塞,387 ms
1.1.1.155,SJC,北美洲,圣何塞,387 ms
104.17.157.156,SJC,北美洲,圣何塞,387 ms
103.11.214.44,SJC,北美洲,圣何塞,387 ms
1.1.1.136,SJC,北美洲,圣何塞,387 ms
104.18.207.94,SJC,北美洲,圣何塞,387 ms
172.64.88.252,SJC,北美洲,圣何塞,388 ms
154.197.75.111,SJC,北美洲,圣何塞,388 ms
154.206.12.142,SJC,北美洲,圣何塞,388 ms
104.16.247.85,SJC,北美洲,圣何塞,388 ms
1.0.0.132,SJC,北美洲,圣何塞,388 ms
104.19.152.129,SJC,北美洲,圣何塞,388 ms
172.64.52.142,SJC,北美洲,圣何塞,388 ms
1.1.1.250,SJC,北美洲,圣何塞,388 ms
104.18.94.219,SJC,北美洲,圣何塞,388 ms
1.1.1.120,SJC,北美洲,圣何塞,388 ms
104.17.19.93,SJC,北美洲,圣何塞,388 ms
1.0.0.130,SJC,北美洲,圣何塞,388 ms
104.16.130.51,SJC,北美洲,圣何塞,388 ms
1.0.0.77,SJC,北美洲,圣何塞,388 ms
1.0.0.126,SJC,北美洲,圣何塞,388 ms
1.1.1.124,SJC,北美洲,圣何塞,388 ms
104.19.178.138,SJC,北美洲,圣何塞,388 ms
185.238.228.57,SJC,北美洲,圣何塞,389 ms
173.245.58.212,SJC,北美洲,圣何塞,389 ms
104.18.43.211,SJC,北美洲,圣何塞,389 ms
104.19.167.123,SJC,北美洲,圣何塞,389 ms
1.0.0.237,SJC,北美洲,圣何塞,389 ms
104.17.216.18,SJC,北美洲,圣何塞,389 ms
1.0.0.90,SJC,北美洲,圣何塞,389 ms
104.17.21.151,SJC,北美洲,圣何塞,389 ms
1.0.0.238,SJC,北美洲,圣何塞,389 ms
1.0.0.219,SJC,北美洲,圣何塞,389 ms
213.241.198.83,SJC,北美洲,圣何塞,389 ms
94.140.0.57,SJC,北美洲,圣何塞,389 ms
104.19.232.212,SJC,北美洲,圣何塞,389 ms
104.25.177.191,IAD,北美洲,阿什本,389 ms
198.41.219.112,SJC,北美洲,圣何塞,389 ms
1.1.1.25,SJC,北美洲,圣何塞,389 ms
104.16.106.150,SJC,北美洲,圣何塞,389 ms
1.1.1.110,SJC,北美洲,圣何塞,389 ms
104.19.166.123,SJC,北美洲,圣何塞,389 ms
1.0.0.165,SJC,北美洲,圣何塞,389 ms
104.17.231.191,SJC,北美洲,圣何塞,390 ms
104.18.104.52,SJC,北美洲,圣何塞,390 ms
23.227.60.249,SJC,北美洲,圣何塞,390 ms
1.0.0.8,SJC,北美洲,圣何塞,390 ms
1.0.0.118,SJC,北美洲,圣何塞,390 ms
1.0.0.121,SJC,北美洲,圣何塞,390 ms
1.0.0.41,SJC,北美洲,圣何塞,390 ms
104.19.198.218,SJC,北美洲,圣何塞,390 ms
104.19.234.163,SJC,北美洲,圣何塞,390 ms
1.0.0.228,SJC,北美洲,圣何塞,390 ms
1.0.0.220,SJC,北美洲,圣何塞,390 ms
1.0.0.237,SJC,北美洲,圣何塞,390 ms
104.19.239.82,SJC,北美洲,圣何塞,390 ms
104.19.208.123,SJC,北美洲,圣何塞,390 ms
1.0.0.151,SJC,北美洲,圣何塞,390 ms
1.1.1.88,SJC,北美洲,圣何塞,390 ms
104.18.174.94,SJC,北美洲,圣何塞,390 ms
104.16.178.44,SJC,北美洲,圣何塞,390 ms
104.16.60.142,SJC,北美洲,圣何塞,390 ms
89.47.57.212,SJC,北美洲,圣何塞,390 ms
104.19.159.205,SJC,北美洲,圣何塞,390 ms
104.19.163.39,SJC,北美洲,圣何塞,391 ms
1.0.0.54,SJC,北美洲,圣何塞,391 ms
1.1.1.119,SJC,北美洲,圣何塞,391 ms
104.18.233.101,SJC,北美洲,圣何塞,391 ms
1.0.0.156,SJC,北美洲,圣何塞,391 ms
172.64.144.19,SJC,北美洲,圣何塞,391 ms
104.18.195.61,SJC,北美洲,圣何塞,391 ms
1.1.1.48,SJC,北美洲,圣何塞,391 ms
45.131.6.164,SJC,北美洲,圣何塞,391 ms
45.131.5.183,SJC,北美洲,圣何塞,391 ms
1.1.1.163,SJC,北美洲,圣何塞,391 ms
185.193.29.204,SJC,北美洲,圣何塞,391 ms
104.17.3.154,SJC,北美洲,圣何塞,391 ms
104.17.47.245,SJC,北美洲,圣何塞,391 ms
1.0.0.246,SJC,北美洲,圣何塞,392 ms
1.0.0.87,SJC,北美洲,圣何塞,392 ms
1.1.1.175,SJC,北美洲,圣何塞,392 ms
104.19.188.193,SJC,北美洲,圣何塞,392 ms
162.159.18.61,SJC,北美洲,圣何塞,392 ms
1.0.0.240,SJC,北美洲,圣何塞,392 ms
172.64.150.23,SJC,北美洲,圣何塞,392 ms
1.0.0.119,SJC,北美洲,圣何塞,392 ms
1.1.1.137,SJC,北美洲,圣何塞,392 ms
104.27.12.124,IAD,北美洲,阿什本,392 ms
154.197.80.170,SJC,北美洲,圣何塞,392 ms
104.19.237.130,SJC,北美洲,圣何塞,392 ms
104.16.234.172,SJC,北美洲,圣何塞,392 ms
162.159.60.95,SJC,北美洲,圣何塞,392 ms
104.16.160.20,SJC,北美洲,圣何塞,392 ms
1.1.1.131,SJC,北美洲,圣何塞,392 ms
1.0.0.121,SJC,北美洲,圣何塞,392 ms
104.17.247.20,SJC,北美洲,圣何塞,392 ms
1.0.0.213,SJC,北美洲,圣何塞,392 ms
104.17.53.37,SJC,北美洲,圣何塞,392 ms
93.114.65.143,SJC,北美洲,圣何塞,392 ms
1.1.1.229,SJC,北美洲,圣何塞,393 ms
162.159.140.199,SJC,北美洲,圣何塞,393 ms
104.17.177.110,SJC,北美洲,圣何塞,393 ms
104.17.113.20,SJC,北美洲,圣何塞,393 ms
104.18.3.162,SJC,北美洲,圣何塞,393 ms
1.1.1.241,SJC,北美洲,圣何塞,393 ms
104.16.151.147,SJC,北美洲,圣何塞,393 ms
104.17.162.180,SJC,北美洲,圣何塞,393 ms
104.19.230.106,SJC,北美洲,圣何塞,393 ms
104.17.45.243,SJC,北美洲,圣何塞,393 ms
104.18.143.94,SJC,北美洲,圣何塞,393 ms
1.0.0.49,SJC,北美洲,圣何塞,393 ms
104.19.180.230,SJC,北美洲,圣何塞,393 ms
1.1.1.91,SJC,北美洲,圣何塞,393 ms
104.16.62.223,SJC,北美洲,圣何塞,393 ms
104.18.160.33,SJC,北美洲,圣何塞,393 ms
1.1.1.179,SJC,北美洲,圣何塞,393 ms
1.0.0.231,SJC,北美洲,圣何塞,393 ms
141.101.115.174,SJC,北美洲,圣何塞,393 ms
1.0.0.194,SJC,北美洲,圣何塞,393 ms
102.177.189.231,SJC,北美洲,圣何塞,393 ms
198.41.223.225,SJC,北美洲,圣何塞,393 ms
104.16.67.15,SJC,北美洲,圣何塞,394 ms
104.16.189.71,SJC,北美洲,圣何塞,394 ms
1.0.0.234,SJC,北美洲,圣何塞,394 ms
104.18.178.45,SJC,北美洲,圣何塞,394 ms
104.18.128.84,SJC,北美洲,圣何塞,394 ms
104.18.87.217,SJC,北美洲,圣何塞,394 ms
1.0.0.237,SJC,北美洲,圣何塞,394 ms
141.101.114.144,SJC,北美洲,圣何塞,394 ms
104.16.148.97,SJC,北美洲,圣何塞,394 ms
104.18.231.56,SJC,北美洲,圣何塞,394 ms
1.1.1.119,SJC,北美洲,圣何塞,394 ms
104.16.1.209,SJC,北美洲,圣何塞,394 ms
141.11.203.68,SJC,北美洲,圣何塞,394 ms
104.16.92.224,SJC,北美洲,圣何塞,395 ms
69.48.218.127,SJC,北美洲,圣何塞,395 ms
104.17.229.71,SJC,北美洲,圣何塞,395 ms
104.18.183.190,SJC,北美洲,圣何塞,395 ms
198.41.222.234,SJC,北美洲,圣何塞,395 ms
104.18.211.124,SJC,北美洲,圣何塞,395 ms
1.1.1.111,SJC,北美洲,圣何塞,395 ms
162.159.143.41,SJC,北美洲,圣何塞,395 ms
1.1.1.103,SJC,北美洲,圣何塞,395 ms
104.18.172.3,SJC,北美洲,圣何塞,395 ms
104.16.4.64,SJC,北美洲,圣何塞,395 ms
104.18.163.119,SJC,北美洲,圣何塞,395 ms
198.41.221.86,SJC,北美洲,圣何塞,395 ms
1.0.0.6,SJC,北美洲,圣何塞,395 ms
1.0.0.42,SJC,北美洲,圣何塞,395 ms
1.0.0.64,SJC,北美洲,圣何塞,395 ms
1.0.0.7,SJC,北美洲,圣何塞,395 ms
104.17.202.139,SJC,北美洲,圣何塞,395 ms
88.216.66.128,SJC,北美洲,圣何塞,395 ms
104.16.107.84,SJC,北美洲,圣何塞,395 ms
1.1.1.216,SJC,北美洲,圣何塞,395 ms
104.16.198.228,SJC,北美洲,圣何塞,395 ms
1.1.1.147,SJC,北美洲,圣何塞,395 ms
104.17.188.230,SJC,北美洲,圣何塞,395 ms
104.19.205.76,SJC,北美洲,圣何塞,396 ms
198.41.203.191,SJC,北美洲,圣何塞,396 ms
1.1.1.130,SJC,北美洲,圣何塞,396 ms
1.1.1.153,SJC,北美洲,圣何塞,396 ms
104.16.134.4,SJC,北美洲,圣何塞,396 ms
104.16.251.41,SJC,北美洲,圣何塞,396 ms
104.18.189.58,SJC,北美洲,圣何塞,396 ms
1.1.1.86,SJC,北美洲,圣何塞,396 ms
108.162.194.30,SJC,北美洲,圣何塞,396 ms
104.18.6.228,SJC,北美洲,圣何塞,396 ms
1.0.0.166,SJC,北美洲,圣何塞,396 ms
1.0.0.62,SJC,北美洲,圣何塞,396 ms
1.1.1.34,SJC,北美洲,圣何塞,396 ms
1.0.0.247,SJC,北美洲,圣何塞,396 ms
104.17.40.92,SJC,北美洲,圣何塞,396 ms
104.16.29.197,SJC,北美洲,圣何塞,396 ms
104.17.54.248,SJC,北美洲,圣何塞,396 ms
162.159.41.156,SJC,北美洲,圣何塞,396 ms
104.16.206.160,SJC,北美洲,圣何塞,397 ms
104.20.26.137,IAD,北美洲,阿什本,397 ms
104.18.7.243,SJC,北美洲,圣何塞,397 ms
104.18.65.215,SJC,北美洲,圣何塞,397 ms
104.24.139.202,IAD,北美洲,阿什本,397 ms
1.1.1.188,SJC,北美洲,圣何塞,397 ms
1.0.0.181,SJC,北美洲,圣何塞,397 ms
104.17.100.56,SJC,北美洲,圣何塞,397 ms
1.1.1.238,SJC,北美洲,圣何塞,397 ms
167.68.5.238,SJC,北美洲,圣何塞,397 ms
104.17.44.204,SJC,北美洲,圣何塞,397 ms
1.0.0.114,SJC,北美洲,圣何塞,397 ms
1.0.0.158,SJC,北美洲,圣何塞,397 ms
1.0.0.86,SJC,北美洲,圣何塞,397 ms
1.0.0.237,SJC,北美洲,圣何塞,397 ms
1.0.0.195,SJC,北美洲,圣何塞,397 ms
104.16.27.243,SJC,北美洲,圣何塞,397 ms
104.19.170.209,SJC,北美洲,圣何塞,397 ms
1.1.1.86,SJC,北美洲,圣何塞,397 ms
1.1.1.212,SJC,北美洲,圣何塞,397 ms
104.18.79.21,SJC,北美洲,圣何塞,398 ms
31.22.116.192,SJC,北美洲,圣何塞,398 ms
1.1.1.5,SJC,北美洲,圣何塞,398 ms
104.239.72.53,SJC,北美洲,圣何塞,398 ms
1.1.1.14,SJC,北美洲,圣何塞,398 ms
172.66.41.189,SJC,北美洲,圣何塞,398 ms
104.17.146.207,SJC,北美洲,圣何塞,398 ms
204.93.210.108,SJC,北美洲,圣何塞,398 ms
1.0.0.102,SJC,北美洲,圣何塞,398 ms
104.25.195.82,IAD,北美洲,阿什本,398 ms
1.0.0.59,SJC,北美洲,圣何塞,398 ms
89.116.250.189,SJC,北美洲,圣何塞,398 ms
1.0.0.142,SJC,北美洲,圣何塞,399 ms
104.17.102.233,SJC,北美洲,圣何塞,399 ms
104.17.200.201,SJC,北美洲,圣何塞,399 ms
104.18.86.159,SJC,北美洲,圣何塞,399 ms
1.0.0.207,SJC,北美洲,圣何塞,399 ms
104.18.15.123,SJC,北美洲,圣何塞,399 ms
1.0.0.193,SJC,北美洲,圣何塞,399 ms
1.0.0.15,SJC,北美洲,圣何塞,399 ms
104.17.182.194,SJC,北美洲,圣何塞,399 ms
1.0.0.99,SJC,北美洲,圣何塞,399 ms
31.43.179.44,SJC,北美洲,圣何塞,399 ms
104.19.150.241,SJC,北美洲,圣何塞,399 ms
162.159.11.86,SJC,北美洲,圣何塞,399 ms
104.24.26.52,IAD,北美洲,阿什本,399 ms
1.1.1.126,SJC,北美洲,圣何塞,399 ms
104.24.207.8,IAD,北美洲,阿什本,399 ms
14.102.228.219,SJC,北美洲,圣何塞,400 ms
104.18.64.117,SJC,北美洲,圣何塞,400 ms
172.64.86.131,SJC,北美洲,圣何塞,400 ms
172.64.83.79,SJC,北美洲,圣何塞,400 ms
162.159.1.43,SJC,北美洲,圣何塞,400 ms
103.172.111.107,SJC,北美洲,圣何塞,400 ms
1.0.0.226,SJC,北美洲,圣何塞,400 ms
213.109.205.110,SJC,北美洲,圣何塞,400 ms
172.66.42.134,SJC,北美洲,圣何塞,400 ms
104.19.235.82,SJC,北美洲,圣何塞,400 ms
1.0.0.139,SJC,北美洲,圣何塞,401 ms
190.93.246.77,SJC,北美洲,圣何塞,401 ms
104.17.121.154,SJC,北美洲,圣何塞,401 ms
172.64.48.40,SJC,北美洲,圣何塞,401 ms
1.0.0.134,SJC,北美洲,圣何塞,401 ms
104.17.207.39,SJC,北美洲,圣何塞,401 ms
1.0.0.137,SJC,北美洲,圣何塞,402 ms
1.1.1.226,SJC,北美洲,圣何塞,402 ms
104.18.226.93,SJC,北美洲,圣何塞,402 ms
104.16.146.29,SJC,北美洲,圣何塞,402 ms
104.17.243.225,SJC,北美洲,圣何塞,402 ms
92.53.189.183,SJC,北美洲,圣何塞,402 ms
104.18.184.133,SJC,北美洲,圣何塞,402 ms
1.1.1.35,SJC,北美洲,圣何塞,402 ms
104.16.141.153,SJC,北美洲,圣何塞,402 ms
104.16.140.161,SJC,北美洲,圣何塞,402 ms
1.1.1.61,SJC,北美洲,圣何塞,402 ms
86.38.214.227,SJC,北美洲,圣何塞,402 ms
1.1.1.197,SJC,北美洲,圣何塞,403 ms
103.169.142.166,SJC,北美洲,圣何塞,403 ms
104.18.72.144,SJC,北美洲,圣何塞,403 ms
104.18.152.236,SJC,北美洲,圣何塞,403 ms
104.16.225.226,SJC,北美洲,圣何塞,403 ms
104.18.176.203,SJC,北美洲,圣何塞,403 ms
104.18.209.67,SJC,北美洲,圣何塞,403 ms
104.18.0.215,SJC,北美洲,圣何塞,403 ms
1.0.0.245,SJC,北美洲,圣何塞,403 ms
104.19.147.100,SJC,北美洲,圣何塞,403 ms
45.159.217.64,SJC,北美洲,圣何塞,403 ms
176.124.223.6,SJC,北美洲,圣何塞,403 ms
104.19.190.47,SJC,北美洲,圣何塞,403 ms
45.135.235.173,SJC,北美洲,圣何塞,403 ms
104.16.227.66,SJC,北美洲,圣何塞,404 ms
104.16.174.186,SJC,北美洲,圣何塞,404 ms
104.16.19.6,SJC,北美洲,圣何塞,404 ms
104.16.229.29,SJC,北美洲,圣何塞,404 ms
89.47.56.212,SJC,北美洲,圣何塞,404 ms
104.254.140.222,SJC,北美洲,圣何塞,404 ms
1.0.0.238,SJC,北美洲,圣何塞,404 ms
198.41.201.16,SJC,北美洲,圣何塞,404 ms
104.16.97.234,SJC,北美洲,圣何塞,404 ms
104.19.177.76,SJC,北美洲,圣何塞,404 ms
1.1.1.13,SJC,北美洲,圣何塞,404 ms
172.64.95.115,SJC,北美洲,圣何塞,405 ms
104.16.30.48,SJC,北美洲,圣何塞,405 ms
1.0.0.20,SJC,北美洲,圣何塞,405 ms
1.1.1.79,SJC,北美洲,圣何塞,405 ms
1.1.1.74,SJC,北美洲,圣何塞,405 ms
104.16.188.46,SJC,北美洲,圣何塞,405 ms
1.0.0.164,SJC,北美洲,圣何塞,405 ms
104.18.73.61,SJC,北美洲,圣何塞,405 ms
104.17.199.133,SJC,北美洲,圣何塞,405 ms
162.159.196.57,SJC,北美洲,圣何塞,405 ms
193.9.49.9,SJC,北美洲,圣何塞,405 ms
104.19.146.84,SJC,北美洲,圣何塞,406 ms
104.19.238.141,SJC,北美洲,圣何塞,406 ms
104.19.144.7,SJC,北美洲,圣何塞,406 ms
185.162.230.227,SJC,北美洲,圣何塞,406 ms
104.18.151.140,SJC,北美洲,圣何塞,406 ms
155.46.213.86,SJC,北美洲,圣何塞,406 ms
104.18.80.206,SJC,北美洲,圣何塞,406 ms
1.1.1.172,SJC,北美洲,圣何塞,406 ms
104.17.172.3,SJC,北美洲,圣何塞,406 ms
1.1.1.166,SJC,北美洲,圣何塞,406 ms
1.0.0.170,SJC,北美洲,圣何塞,406 ms
203.22.241.82,SJC,北美洲,圣何塞,406 ms
94.242.229.166,SJC,北美洲,圣何塞,406 ms
104.18.150.244,SJC,北美洲,圣何塞,406 ms
1.0.0.7,SJC,北美洲,圣何塞,406 ms
162.159.22.35,SJC,北美洲,圣何塞,406 ms
104.16.23.66,SJC,北美洲,圣何塞,406 ms
192.65.217.152,SJC,北美洲,圣何塞,406 ms
104.18.98.3,SJC,北美洲,圣何塞,406 ms
1.0.0.118,SJC,北美洲,圣何塞,407 ms
104.17.12.247,SJC,北美洲,圣何塞,407 ms
1.1.1.78,SJC,北美洲,圣何塞,407 ms
1.0.0.235,SJC,北美洲,圣何塞,407 ms
104.16.66.33,SJC,北美洲,圣何塞,407 ms
1.1.1.213,SJC,北美洲,圣何塞,407 ms
104.16.177.41,SJC,北美洲,圣何塞,407 ms
170.114.45.145,SJC,北美洲,圣何塞,407 ms
104.16.252.232,SJC,北美洲,圣何塞,408 ms
104.18.140.206,SJC,北美洲,圣何塞,408 ms
104.18.10.142,SJC,北美洲,圣何塞,408 ms
104.17.49.7,SJC,北美洲,圣何塞,408 ms
1.0.0.45,SJC,北美洲,圣何塞,408 ms
104.17.30.112,SJC,北美洲,圣何塞,409 ms
147.185.161.164,SJC,北美洲,圣何塞,409 ms
1.1.1.169,SJC,北美洲,圣何塞,409 ms
1.0.0.161,SJC,北美洲,圣何塞,409 ms
104.16.61.132,SJC,北美洲,圣何塞,409 ms
104.17.109.195,SJC,北美洲,圣何塞,409 ms
104.16.3.165,SJC,北美洲,圣何塞,409 ms
1.0.0.205,SJC,北美洲,圣何塞,409 ms
1.0.0.49,SJC,北美洲,圣何塞,409 ms
104.19.207.39,SJC,北美洲,圣何塞,409 ms
104.16.6.246,SJC,北美洲,圣何塞,410 ms
104.16.26.173,SJC,北美洲,圣何塞,410 ms
198.41.204.229,SJC,北美洲,圣何塞,410 ms
104.19.200.20,SJC,北美洲,圣何塞,410 ms
1.1.1.197,SJC,北美洲,圣何塞,410 ms
104.16.150.161,SJC,北美洲,圣何塞,410 ms
104.16.224.136,SJC,北美洲,圣何塞,410 ms
104.17.51.181,SJC,北美洲,圣何塞,410 ms
205.233.181.251,SJC,北美洲,圣何塞,410 ms
1.0.0.242,SJC,北美洲,圣何塞,410 ms
1.0.0.230,SJC,北美洲,圣何塞,410 ms
1.0.0.2,SJC,北美洲,圣何塞,411 ms
104.17.234.153,SJC,北美洲,圣何塞,411 ms
162.159.19.239,SJC,北美洲,圣何塞,411 ms
104.17.184.105,SJC,北美洲,圣何塞,411 ms
1.0.0.127,SJC,北美洲,圣何塞,411 ms
1.0.0.84,SJC,北美洲,圣何塞,411 ms
1.0.0.86,SJC,北美洲,圣何塞,411 ms
104.18.88.230,SJC,北美洲,圣何塞,411 ms
104.18.136.253,SJC,北美洲,圣何塞,411 ms
104.24.55.71,IAD,北美洲,阿什本,412 ms
162.159.10.7,SJC,北美洲,圣何塞,412 ms
104.16.132.228,SJC,北美洲,圣何塞,412 ms
104.16.153.234,SJC,北美洲,圣何塞,412 ms
104.20.201.1,IAD,北美洲,阿什本,413 ms
104.18.249.2,SJC,北美洲,圣何塞,413 ms
1.0.0.152,SJC,北美洲,圣何塞,413 ms
104.17.251.133,SJC,北美洲,圣何塞,413 ms
1.1.1.126,SJC,北美洲,圣何塞,413 ms
104.16.75.211,SJC,北美洲,圣何塞,413 ms
1.0.0.43,SJC,北美洲,圣何塞,413 ms
104.16.155.25,SJC,北美洲,圣何塞,413 ms
156.229.48.173,SJC,北美洲,圣何塞,414 ms
141.193.213.188,SJC,北美洲,圣何塞,414 ms
104.17.123.107,SJC,北美洲,圣何塞,414 ms
104.18.200.152,SJC,北美洲,圣何塞,414 ms
104.16.90.142,SJC,北美洲,圣何塞,414 ms
104.17.240.238,SJC,北美洲,圣何塞,414 ms
104.19.221.142,SJC,北美洲,圣何塞,415 ms
104.18.66.211,SJC,北美洲,圣何塞,415 ms
104.17.165.107,SJC,北美洲,圣何塞,415 ms
1.0.0.68,SJC,北美洲,圣何塞,415 ms
104.18.42.109,SJC,北美洲,圣何塞,415 ms
91.193.58.209,SJC,北美洲,圣何塞,415 ms
89.116.46.97,SJC,北美洲,圣何塞,415 ms
1.1.1.60,SJC,北美洲,圣何塞,415 ms
45.131.4.66,SJC,北美洲,圣何塞,415 ms
185.135.9.246,SJC,北美洲,圣何塞,416 ms
104.20.210.63,IAD,北美洲,阿什本,416 ms
104.20.194.184,IAD,北美洲,阿什本,416 ms
104.20.129.99,IAD,北美洲,阿什本,416 ms
1.0.0.209,SJC,北美洲,圣何塞,416 ms
172.64.50.71,SJC,北美洲,圣何塞,416 ms
102.177.176.148,SJC,北美洲,圣何塞,417 ms
154.197.88.43,SJC,北美洲,圣何塞,419 ms
1.0.0.164,SJC,北美洲,圣何塞,419 ms
1.0.0.17,SJC,北美洲,圣何塞,420 ms
1.0.0.152,SJC,北美洲,圣何塞,420 ms
194.152.44.28,SJC,北美洲,圣何塞,421 ms
195.85.59.126,SJC,北美洲,圣何塞,421 ms
1.0.0.29,SJC,北美洲,圣何塞,421 ms
1.0.0.29,SJC,北美洲,圣何塞,422 ms
104.17.149.92,SJC,北美洲,圣何塞,422 ms
104.18.214.189,SJC,北美洲,圣何塞,422 ms
1.1.1.166,SJC,北美洲,圣何塞,422 ms
104.16.71.134,SJC,北美洲,圣何塞,422 ms
104.24.18.98,IAD,北美洲,阿什本,423 ms
104.17.198.88,SJC,北美洲,圣何塞,423 ms
104.25.34.136,IAD,北美洲,阿什本,423 ms
185.148.106.157,SJC,北美洲,圣何塞,423 ms
104.18.244.183,SJC,北美洲,圣何塞,424 ms
185.38.135.227,SJC,北美洲,圣何塞,425 ms
104.19.214.10,SJC,北美洲,圣何塞,425 ms
172.64.41.90,SJC,北美洲,圣何塞,425 ms
104.20.29.235,IAD,北美洲,阿什本,426 ms
198.41.215.80,SJC,北美洲,圣何塞,426 ms
104.16.230.9,SJC,北美洲,圣何塞,426 ms
1.0.0.219,SJC,北美洲,圣何塞,426 ms
104.18.5.166,SJC,北美洲,圣何塞,426 ms
1.1.1.240,SJC,北美洲,圣何塞,426 ms
1.1.1.81,SJC,北美洲,圣何塞,426 ms
172.64.80.134,SJC,北美洲,圣何塞,427 ms
104.16.129.126,SJC,北美洲,圣何塞,428 ms
1.1.1.38,SJC,北美洲,圣何塞,429 ms
162.159.7.10,SJC,北美洲,圣何塞,429 ms
104.25.249.247,IAD,北美洲,阿什本,430 ms
104.20.205.107,IAD,北美洲,阿什本,430 ms
172.67.7.246,IAD,北美洲,阿什本,432 ms
104.20.202.238,IAD,北美洲,阿什本,433 ms
104.20.134.251,IAD,北美洲,阿什本,437 ms
104.25.71.62,IAD,北美洲,阿什本,437 ms
104.25.32.52,IAD,北美洲,阿什本,437 ms
104.24.62.146,IAD,北美洲,阿什本,439 ms
104.24.186.16,IAD,北美洲,阿什本,439 ms
104.25.223.234,IAD,北美洲,阿什本,440 ms
172.67.52.70,IAD,北美洲,阿什本,441 ms
104.24.241.42,IAD,北美洲,阿什本,443 ms
104.25.132.92,IAD,北美洲,阿什本,443 ms
104.25.65.127,IAD,北美洲,阿什本,444 ms
172.67.81.185,IAD,北美洲,阿什本,444 ms
172.67.70.151,IAD,北美洲,阿什本,445 ms
104.21.232.173,LAX,北美洲,洛杉矶,445 ms
104.27.35.188,IAD,北美洲,阿什本,445 ms
104.25.246.137,IAD,北美洲,阿什本,446 ms
104.25.243.182,IAD,北美洲,阿什本,446 ms
104.19.143.185,LAX,北美洲,洛杉矶,448 ms
104.20.86.252,IAD,北美洲,阿什本,448 ms
104.25.193.218,IAD,北美洲,阿什本,449 ms
104.25.120.74,IAD,北美洲,阿什本,449 ms
104.20.152.92,IAD,北美洲,阿什本,449 ms
104.25.219.187,IAD,北美洲,阿什本,451 ms
104.23.109.209,IAD,北美洲,阿什本,452 ms
104.20.138.132,IAD,北美洲,阿什本,453 ms
162.159.250.94,LAX,北美洲,洛杉矶,453 ms
104.25.61.95,IAD,北美洲,阿什本,454 ms
104.25.69.170,IAD,北美洲,阿什本,456 ms
104.20.84.42,IAD,北美洲,阿什本,456 ms
104.27.5.168,IAD,北美洲,阿什本,457 ms
104.20.234.41,IAD,北美洲,阿什本,457 ms
172.67.76.150,IAD,北美洲,阿什本,457 ms
104.20.235.57,IAD,北美洲,阿什本,458 ms
104.20.174.36,IAD,北美洲,阿什本,458 ms
104.19.128.121,LAX,北美洲,洛杉矶,459 ms
104.23.108.234,IAD,北美洲,阿什本,460 ms
